seqnames	start	end	strand	gene	ENTREZID	product	gbkey
14	54180574	54180635	+	Traj38	100124351	NA	J_segment
14	54181518	54181577	+	Traj37	100124352	NA	J_segment
14	54182402	54182464	+	Traj36	100124353	NA	J_segment
14	54183774	54183838	+	Traj35	100124354	NA	J_segment
14	54184699	54184756	+	Traj34	100124355	NA	J_segment
14	54185358	54185414	+	Traj33	100124356	NA	J_segment
14	54186101	54186166	+	Traj32	100124357	NA	J_segment
14	54187895	54187951	+	Traj31	100124358	NA	J_segment
14	54189866	54189924	+	Traj30	100124359	NA	J_segment
14	54190946	54191005	+	Traj29	100124360	NA	J_segment
14	54191661	54191725	+	Traj28	100124361	NA	J_segment
14	54192303	54192361	+	Traj27	100124362	NA	J_segment
14	54194490	54194549	+	Traj26	100124363	NA	J_segment
14	54194815	54194871	+	Traj25	100124364	NA	J_segment
14	54195645	54195700	+	Traj24	100124365	NA	J_segment
14	54196081	54196140	+	Traj23	100124366	NA	J_segment
14	54197248	54197307	+	Traj22	100124367	NA	J_segment
14	54198790	54198846	+	Traj21	100124368	NA	J_segment
14	54199441	54199498	+	Traj20	100124369	NA	J_segment
14	54200386	54200446	+	Traj19	100124370	NA	J_segment
14	54200777	54200842	+	Traj18	100124371	NA	J_segment
14	54201775	54201837	+	Traj17	100124372	NA	J_segment
14	54203134	54203194	+	Traj16	100124387	NA	J_segment
14	54204422	54204481	+	Traj15	100124388	NA	J_segment
14	54205111	54205144	+	Traj14	100124389	NA	J_segment
14	54205741	54205797	+	Traj13	100124390	NA	J_segment
14	54206552	54206610	+	Traj12	100124391	NA	J_segment
14	54207139	54207197	+	Traj11	100124392	NA	J_segment
14	54209393	54209450	+	Traj9	100124393	NA	J_segment
14	54209918	54209954	+	Traj8	100124395	NA	J_segment
14	54211470	54211528	+	Traj7	100124396	NA	J_segment
14	54212688	54212749	+	Traj6	100124397	NA	J_segment
14	54213777	54213838	+	Traj5	654839	NA	J_segment
14	54216291	54216353	+	Traj4	100124398	NA	J_segment
14	54217292	54217357	+	Traj3	100124399	NA	J_segment
14	54217836	54217901	+	Traj2	654838	NA	J_segment
14	54218814	54218842	+	Traj1	100124400	NA	J_segment
14	54220521	54220781	+	Trac	100101484	NA	C_region
14	54253632	54253929	-	Dad1	13135	defender against cell death 1, transcript variant 1	mRNA
14	54254129	54254471	+	Abhd4	105501	abhydrolase domain containing 4, transcript variant 2	mRNA
14	54281896	54282925	-	Olfr49	18348	olfactory receptor 49	mRNA
14	54360841	54360917	+	Oxa1l	69089	oxidase assembly 1-like	mRNA
14	54417657	54417702	-	Slc7a7	20540	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7, transcript variant 1	mRNA
14	54426909	54426960	+	Mrpl52	68836	mitochondrial ribosomal protein L52	mRNA
14	54431604	54431973	+	Mmp14	17387	matrix metallopeptidase 14 (membrane-inserted)	mRNA
14	54464147	54464611	+	Lrp10	65107	low-density lipoprotein receptor-related protein 10	mRNA
14	54476100	54476374	+	Rem2	140743	rad and gem related GTP binding protein 2	mRNA
14	54492847	54492913	-	LOC105245754	105245754	uncharacterized LOC105245754	ncRNA
14	54517247	54517470	-	Prmt5	27374	protein arginine N-methyltransferase 5	mRNA
14	54517696	54517768	+	n-Tr6	102467246	tRNA-Arg	tRNA
14	54530989	54531245	-	LOC105245757	105245757	uncharacterized LOC105245757	ncRNA
14	54530413	54530519	+	LOC105245756	105245756	uncharacterized LOC105245756	ncRNA
14	54532275	54535067	+	LOC105245755	105245755	uncharacterized LOC105245755	mRNA
14	54537736	54537768	+	LOC105245758	105245758	uncharacterized LOC105245758	ncRNA
14	54554175	54554361	-	Haus4	219072	HAUS augmin-like complex, subunit 4	mRNA
14	54576232	54577661	-	Ajuba	16475	ajuba LIM protein	mRNA
14	54606076	54606554	-	4931414P19Rik	74359	RIKEN cDNA 4931414P19 gene, transcript variant X5	mRNA
14	54617794	54617995	-	Psmb5	19173	proteasome (prosome, macropain) subunit, beta type 5	mRNA
14	54616677	54616785	-	Mir686	751525	microRNA 686	precursor_RNA
14	54625310	54629556	+	Psmb11	73902	proteasome (prosome, macropain) subunit, beta type, 11	mRNA
14	54641221	54641364	-	Cdh24	239096	cadherin-like 24	mRNA
14	54686469	54686931	-	Acin1	56215	apoptotic chromatin condensation inducer 1, transcript variant 4	mRNA
14	54643049	54643110	-	Mir6948	102466771	microRNA 6948	precursor_RNA
14	54650511	54650548	+	4930579G18Rik	75913	RIKEN cDNA 4930579G18 gene	ncRNA
14	54681098	54681726	+	Gm8776	667711	NA	exon
14	54686171	54687120	+	1700123O20Rik	58248	RIKEN cDNA 1700123O20 gene	mRNA
14	54698526	54698960	-	Gm29776	101056084	predicted gene, 29776, transcript variant X2	mRNA
14	54698771	54698850	+	Gm30749	102632760	predicted gene, 30749	ncRNA
14	54711449	54712174	-	Cebpe	110794	CCAAT/enhancer binding protein (C/EBP), epsilon	mRNA
14	54781180	54781886	-	Slc7a8	50934	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	mRNA
14	54783341	54783500	+	Rnf212b	102632837	ring finger protein 212B, transcript variant X6	mRNA
14	54805743	54806096	-	Gm17772	100046305	NA	exon
14	54863941	54864158	-	Homez	239099	homeodomain leucine zipper-encoding gene, transcript variant 1	mRNA
14	54876887	54877538	-	Ppp1r3e	105651	protein phosphatase 1, regulatory (inhibitor) subunit 3E	mRNA
14	54883366	54883506	+	Bcl2l2	12050	BCL2-like 2, transcript variant X1	mRNA
14	54894143	54894494	+	Pabpn1	54196	poly(A) binding protein, nuclear 1	mRNA
14	54912867	54913132	-	Slc22a17	59049	solute carrier family 22 (organic cation transporter), member 17	mRNA
14	54925438	54926788	-	Efs	13644	embryonal Fyn-associated substrate	mRNA
14	54929401	54929504	+	Il25	140806	interleukin 25, transcript variant X2	mRNA
14	54936470	54936783	+	Cmtm5	67272	CKLF-like MARVEL transmembrane domain containing 5, transcript variant 2	mRNA
14	54966554	54966607	-	Myh6	17888	myosin, heavy polypeptide 6, cardiac muscle, alpha, transcript variant 2	mRNA
14	54949060	54949142	-	Mir208a	387204	microRNA 208a	precursor_RNA
14	54950660	54951033	+	Gm31132	102633265	predicted gene, 31132	ncRNA
14	54968787	54968847	+	Mhrt	791403	myosin heavy chain associated RNA transcript	ncRNA
14	54994511	54994549	-	Myh7	140781	myosin, heavy polypeptide 7, cardiac muscle, beta	mRNA
14	54975700	54975776	-	Mir208b	100124433	microRNA 208b	precursor_RNA
14	54979561	54979659	+	Gm31251	102633419	predicted gene, 31251, transcript variant X2	ncRNA
14	55015454	55015588	+	Ngdn	68966	neuroguidin, EIF4E binding protein	mRNA
14	55038462	55038533	+	Gm10364	100151693	predicted pseudogene 10364	misc_RNA
14	55053569	55053994	+	Gm20687	102634039	predicted gene 20687, transcript variant X1	ncRNA
14	55092008	55092433	-	Zfhx2	239102	zinc finger homeobox 2, transcript variant X2	mRNA
14	55073091	55074363	+	Zfhx2os	432855	zinc finger homeobox 2, opposite strand	ncRNA
14	55094784	55096006	+	Thtpa	105663	thiamine triphosphatase	mRNA
14	55106508	55106593	-	Ap1g2	11766	adaptor protein complex AP-1, gamma 2 subunit, transcript variant 2	mRNA
14	55103352	55103442	+	Gm31607	102633889	predicted gene, 31607, transcript variant X1	ncRNA
14	55115991	55116935	-	Jph4	319984	junctophilin 4	mRNA
14	55124154	55125117	+	Dhrs2	71412	dehydrogenase/reductase member 2, transcript variant X3	mRNA
14	55468442	55468537	-	LOC105245759	105245759	uncharacterized LOC105245759	ncRNA
14	55478603	55479033	+	Dhrs4	28200	dehydrogenase/reductase (SDR family) member 4, transcript variant X1	mRNA
14	55490656	55491283	+	Lrrc16b	268747	leucine rich repeat containing 16B, transcript variant X14	misc_RNA
14	55510063	55510709	+	Cpne6	12891	copine VI, transcript variant X1	mRNA
14	55524923	55524981	-	Nrl	18185	neural retina leucine zipper gene, transcript variant 4	mRNA
14	55540263	55540513	+	Pck2	74551	phosphoenolpyruvate carboxykinase 2 (mitochondrial), transcript variant X1	mRNA
14	55559937	55560121	+	Dcaf11	28199	DDB1 and CUL4 associated factor 11, transcript variant X12	mRNA
14	55575674	55575947	+	Fitm1	68680	fat storage-inducing transmembrane protein 1	mRNA
14	55578494	55578613	+	Psme1	19186	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	mRNA
14	55584912	55585356	-	Emc9	85308	ER membrane protein complex subunit 9, transcript variant X1	mRNA
14	55591022	55591101	-	Psme2	19188	proteasome (prosome, macropain) activator subunit 2 (PA28 beta), transcript variant 2	mRNA
14	55591713	55592072	+	Rnf31	268749	ring finger protein 31, transcript variant X1	mRNA
14	55603985	55604243	+	Irf9	16391	interferon regulatory factor 9, transcript variant 1	mRNA
14	55618166	55618353	+	Rec8	56739	REC8 meiotic recombination protein	mRNA
14	55635530	55635678	-	Ipo4	75751	importin 4	mRNA
14	55643597	55643678	-	Tm9sf1	74140	transmembrane 9 superfamily member 1, transcript variant X4	mRNA
14	55643873	55643954	+	Tssk4	71099	testis-specific serine kinase 4, transcript variant X1	mRNA
14	55660338	55660508	-	Mdp1	67881	magnesium-dependent phosphatase 1, transcript variant 1	mRNA
14	55671795	55671906	-	Nedd8	18002	neural precursor cell expressed, developmentally down-regulated gene 8	mRNA
14	55672235	55672384	+	Gmpr2	105446	guanosine monophosphate reductase 2	mRNA
14	55681390	55682624	-	Tinf2	28113	Terf1 (TRF1)-interacting nuclear factor 2, transcript variant X1	mRNA
14	55713387	55713492	-	Tgm1	21816	transglutaminase 1, K polypeptide, transcript variant 3	mRNA
14	55714193	55714285	+	Gm31979	102634383	predicted gene, 31979	ncRNA
14	55721844	55722176	-	Rabggta	56187	Rab geranylgeranyl transferase, a subunit	mRNA
14	55745441	55745684	-	Dhrs1	52585	dehydrogenase/reductase (SDR family) member 1	mRNA
14	55745693	55746020	+	Nop9	67842	NOP9 nucleolar protein	mRNA
14	55758252	55758424	-	Cideb	12684	cell death-inducing DNA fragmentation factor, alpha subunit-like effector B	mRNA
14	55757916	55758010	+	Ltb4r2	57260	leukotriene B4 receptor 2, transcript variant X1	mRNA
14	55765050	55766093	+	Ltb4r1	16995	leukotriene B4 receptor 1, transcript variant X1	mRNA
14	55784020	55784095	-	Adcy4	104110	adenylate cyclase 4, transcript variant X2	mRNA
14	55784138	55784227	+	Gm32092	102634535	predicted gene, 32092, transcript variant X2	ncRNA
14	55788617	55788857	-	Ripk3	56532	receptor-interacting serine-threonine kinase 3, transcript variant 2	mRNA
14	55823198	55824717	-	LOC105245760	105245760	uncharacterized LOC105245760	ncRNA
14	55824795	55825136	+	Nfatc4	73181	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4, transcript variant 2	mRNA
14	55854115	55854426	+	Nynrin	277154	NYN domain and retroviral integrase containing	mRNA
14	55883912	55884256	-	Cbln3	56410	cerebellin 3 precursor protein	mRNA
14	55884964	55885142	+	Khnyn	219094	KH and NYN domain containing, transcript variant X1	misc_RNA
14	55900190	55900281	-	Sdr39u1	654795	short chain dehydrogenase/reductase family 39U, member 1, transcript variant X1	mRNA
14	55944475	55944661	-	Cma1	17228	chymase 1, mast cell	mRNA
14	55952287	55952371	-	Mcpt-ps1	17223	mast cell protease, pseudogene 1	misc_RNA
14	55950806	55951095	+	Cma2	545055	chymase 2, mast cell, transcript variant X2	mRNA
14	56010292	56011480	-	Gm5801	545056	predicted pseudogene 5801	misc_RNA
14	56017964	56018053	+	Mcpt1	17224	mast cell protease 1	mRNA
14	56021584	56021827	+	Mcpt2	17225	mast cell protease 2, transcript variant X1	mRNA
14	56029214	56029292	-	Mcpt9	17232	mast cell protease 9, transcript variant X1	mRNA
14	56062220	56062310	-	Mcpt4	17227	mast cell protease 4	mRNA
14	56085133	56085276	-	Mcpt8	17231	mast cell protease 8, transcript variant X1	mRNA
14	56082401	56082468	-	Mir6949	102465572	microRNA 6949	precursor_RNA
14	56102382	56102574	-	Ctsg	13035	cathepsin G	mRNA
14	56120502	56120625	-	Gzme	14942	granzyme E	mRNA
14	56132468	56132603	-	Gzmd	14941	granzyme D, transcript variant X1	mRNA
14	56159470	56159579	-	Gzmg	14944	granzyme G	mRNA
14	56174546	56174612	-	Gzmn	245839	granzyme N, transcript variant X2	mRNA
14	56177889	56178144	-	Gm8961	668072	NA	exon
14	56211303	56211407	-	Gzmf	14943	granzyme F	mRNA
14	56241558	56241639	-	Gzmc	14940	granzyme C, transcript variant X1	mRNA
14	56250051	56251268	+	Gm4819	219102	NA	exon
14	56262095	56262260	-	Gzmb	14939	granzyme B	mRNA
14	56275754	56276230	+	Gm36612	102640582	NA	exon
14	56365068	56365289	+	Atp12a	192113	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	mRNA
14	56391663	56391997	+	Gm32454	102635011	predicted gene, 32454	ncRNA
14	56402634	56402824	+	Rnf17	30054	ring finger protein 17, transcript variant X1	mRNA
14	56415029	56417064	+	Gm24392	102635068	NA	exon
14	56575345	56575566	-	Cenpj	219103	centromere protein J, transcript variant X1	mRNA
14	56575619	56575730	+	Parp4	328417	poly (ADP-ribose) polymerase family, member 4	mRNA
14	56620354	56620497	-	Gm16573	102635191	predicted gene 16573, transcript variant X6	ncRNA
14	56665601	56667817	-	LOC102635341	102635341	NA	exon
14	56668240	56668564	+	Mphosph8	75339	M-phase phosphoprotein 8, transcript variant X2	misc_RNA
14	56700820	56701000	-	Gm16973	100503823	predicted gene, 16973, transcript variant 2	ncRNA
14	56777791	56777927	-	Pspc1	66645	paraspeckle protein 1, transcript variant X1	mRNA
14	56811592	56811716	-	Zmym5	219105	zinc finger, MYM-type 5, transcript variant 2	mRNA
14	56811939	56813907	+	2410022M11Rik	100503842	RIKEN cDNA 2410022M11 gene	misc_RNA
14	56836287	56837113	-	Gm22498	102640701	NA	exon
14	56886420	56886698	+	Zmym2	76007	zinc finger, MYM-type 2, transcript variant X5	misc_RNA
14	56963320	56963426	+	Gm36789	102640809	predicted gene, 36789	mRNA
14	57015134	57015262	+	B020004C17Rik	432860	RIKEN cDNA B020004C17 gene	mRNA
14	57057806	57058030	-	Gja3	14611	gap junction protein, alpha 3, transcript variant 1	mRNA
14	57104469	57104702	-	Gjb2	14619	gap junction protein, beta 2	mRNA
14	57104865	57106665	+	Gm32912	102635624	predicted gene, 32912, transcript variant X3	ncRNA
14	57115790	57117281	-	Gm4491	100043515	predicted gene 4491	misc_RNA
14	57133186	57133611	-	Gjb6	14623	gap junction protein, beta 6, transcript variant 2	mRNA
14	57161360	57161488	+	LOC105245761	105245761	uncharacterized LOC105245761	ncRNA
14	57217233	57217642	+	Gm8996	668140	NA	exon
14	57398408	57398483	-	Cryl1	68631	crystallin, lambda 1	mRNA
14	57363381	57363778	+	Gm8971	668090	NA	exon
14	57376456	57377407	+	LOC105245762	105245762	uncharacterized LOC105245762	ncRNA
14	57384865	57385568	-	Gm29717	101055712	NA	exon
14	57419308	57419482	-	AU040096	105611	expressed sequence AU040096	misc_RNA
14	57423657	57424187	+	Ift88	21821	intraflagellar transport 88, transcript variant X5	misc_RNA
14	57524829	57524921	+	Il17d	239114	interleukin 17D	mRNA
14	57569863	57570347	-	N6amt2	68043	N-6 adenine-specific DNA methyltransferase 2 (putative), transcript variant X1	mRNA
14	57570467	57571464	+	1700039M10Rik	67518	RIKEN cDNA 1700039M10 gene, transcript variant X2	misc_RNA
14	57664888	57664985	-	Xpo4	57258	exportin 4, transcript variant X1	mRNA
14	57745890	57746123	-	Lats2	50523	large tumor suppressor 2, transcript variant A	mRNA
14	57744941	57745007	+	Gm29850	102631538	predicted gene, 29850, transcript variant X2	mRNA
14	57798189	57798354	+	Sap18	20220	Sin3-associated polypeptide 18	mRNA
14	57798424	57798487	+	Mir3077	100526476	microRNA 3077	precursor_RNA
14	57826010	57826190	-	Ska3	219114	spindle and kinetochore associated complex subunit 3, transcript variant X2	mRNA
14	57826228	57826313	+	Mrpl57	67840	mitochondrial ribosomal protein L53, transcript variant X1	mRNA
14	57890063	57890262	-	Zdhhc20	75965	zinc finger, DHHC domain containing 20	mRNA
14	57999030	57999336	-	Micu2	68514	mitochondrial calcium uptake 2, transcript variant X1	mRNA
14	57999741	58002419	+	LOC105245763	105245763	uncharacterized LOC105245763	ncRNA
14	58071037	58071432	+	Fgf9	14180	fibroblast growth factor 9, transcript variant X1	mRNA
14	58300802	58301136	+	Gm33321	102636181	predicted gene, 33321, transcript variant X2	ncRNA
14	58428853	58429260	+	Gm33430	102636332	predicted gene, 33430, transcript variant X2	ncRNA
14	58818153	58818226	-	n-Tt2	102467384	tRNA-Thr	tRNA
14	58879031	58880245	-	Gm9022	668177	NA	exon
14	58893467	58894167	+	Rpl13-ps3	668182	NA	exon
14	59045505	59045944	-	Gm33472	102636396	predicted gene, 33472	ncRNA
14	59046108	59046289	+	LOC105245764	105245764	uncharacterized LOC105245764	ncRNA
14	59142458	59142893	-	1700129C05Rik	67932	RIKEN cDNA 1700129C05 gene	mRNA
14	59178332	59178749	-	Gm5142	380907	predicted gene 5142	mRNA
14	59201027	59201584	+	Rcbtb1	71330	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1, transcript variant X1	mRNA
14	59260138	59260216	-	Gm6904	628693	predicted gene 6904	mRNA
14	59297444	59297522	-	Phf11a	219131	PHD finger protein 11A	mRNA
14	59341273	59341377	-	Phf11b	236451	PHD finger protein 11B, transcript variant X1	mRNA
14	59365367	59365490	-	Phf11d	219132	PHD finger protein 11D	mRNA
14	59400970	59402026	-	Phf11c	628705	PHD finger protein 11C, transcript variant X4	mRNA
14	59440587	59440877	-	Setdb2	239122	SET domain, bifurcated 2	mRNA
14	59440964	59441022	+	Cab39l	69008	calcium binding protein 39-like, transcript variant X1	mRNA
14	59552468	59553950	-	LOC105245765	105245765	uncharacterized LOC105245765, transcript variant X2	ncRNA
14	59597755	59597959	-	Cdadc1	71891	cytidine and dCMP deaminase domain containing 1, transcript variant 5	mRNA
14	59625281	59626400	+	Shisa2	219134	shisa family member 2	mRNA
14	60196986	60197079	-	Atp8a2	50769	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2, transcript variant X2	mRNA
14	60039578	60040530	-	Gm9013	668162	NA	exon
14	60087476	60087647	+	4930563I02Rik	67659	RIKEN cDNA 4930563I02 gene, transcript variant X7	misc_RNA
14	60141020	60147117	+	LOC105245767	105245767	NA	exon
14	60150871	60155143	+	Gm16261	102636652	NA	exon
14	60165770	60167380	+	LOC105245766	105245766	uncharacterized LOC105245766, transcript variant X1	ncRNA
14	60170739	60176937	+	Gm33582	102636546	predicted gene, 33582, transcript variant X6	ncRNA
14	60251163	60251502	-	Nupl1	71844	nucleoporin like 1, transcript variant X1	mRNA
14	60228806	60228915	-	Mir719	751526	microRNA 719	precursor_RNA
14	60251474	60251553	+	LOC102642877	102642877	uncharacterized LOC102642877, transcript variant X1	ncRNA
14	60265183	60265361	+	Mtmr6	219135	myotubularin related protein 6, transcript variant X1	mRNA
14	60343365	60343479	-	Gm34874	102638272	predicted gene, 34874	ncRNA
14	60373293	60373314	+	Amer2	72125	APC membrane recruitment 2, transcript variant X1	mRNA
14	60377405	60377454	-	Gm34935	102638348	predicted gene, 34935, transcript variant X2	ncRNA
14	60441937	60442665	+	Gm6066	606535	NA	exon
14	60485404	60485486	+	LOC105245770	105245770	uncharacterized LOC105245770	ncRNA
14	60623131	60623794	-	LOC105245769	105245769	uncharacterized LOC105245769, transcript variant X2	ncRNA
14	60634164	60634335	+	Spata13	219140	spermatogenesis associated 13, transcript variant X3	mRNA
14	60682259	60684864	-	LOC105245768	105245768	uncharacterized LOC105245768	ncRNA
14	60767944	60767995	-	Gm34997	102638426	predicted gene, 34997, transcript variant X2	ncRNA
14	60768134	60768168	+	C1qtnf9	239126	C1q and tumor necrosis factor related protein 9	mRNA
14	60784473	60784538	-	Mipepos	102638504	mitochondrial intermediate peptidase, opposite strand	ncRNA
14	60784562	60784870	+	Mipep	70478	mitochondrial intermediate peptidase, transcript variant X1	mRNA
14	61046115	61046855	-	Tnfrsf19	29820	tumor necrosis factor receptor superfamily, member 19, transcript variant 1	mRNA
14	61038041	61038107	+	LOC105245771	105245771	uncharacterized LOC105245771, transcript variant X2	ncRNA
14	61056209	61056879	+	LOC105245772	105245772	uncharacterized LOC105245772, transcript variant X2	ncRNA
14	61138427	61138771	+	Sacs	50720	sacsin, transcript variant X1	mRNA
14	61274758	61274858	-	Sgcg	24053	sarcoglycan, gamma (dystrophin-associated glycoprotein), transcript variant X1	mRNA
14	61272004	61272037	+	Gm17778	100046950	predicted gene, 17778	mRNA
14	61305141	61305334	-	1700109G14Rik	67355	RIKEN cDNA 1700109G14 gene	ncRNA
14	61306288	61307262	+	Arl11	219144	ADP-ribosylation factor-like 11, transcript variant X1	mRNA
14	61324529	61325855	-	Gm5461	432864	NA	exon
14	61360220	61360445	-	Ebpl	68177	emopamil binding protein-like	mRNA
14	61439723	61439947	-	Kpna3	16648	karyopherin (importin) alpha 3	mRNA
14	61466944	61467396	-	Rps12-ps2	432865	NA	exon
14	61472841	61472905	+	LOC105245773	105245773	uncharacterized LOC105245773	ncRNA
14	61492688	61492833	+	4930556J02Rik	75349	RIKEN cDNA 4930556J02 gene	ncRNA
14	61532551	61532819	+	LOC105245774	105245774	uncharacterized LOC105245774	ncRNA
14	61556521	61556776	-	Spryd7	66674	SPRY domain containing 7, transcript variant X2	mRNA
14	61598226	61598346	+	Trim13	66597	tripartite motif-containing 13, transcript variant 1	mRNA
14	61682110	61682373	-	Dleu2	668253	deleted in lymphocytic leukemia, 2	ncRNA
14	61607457	61608106	+	Kcnrg	328424	potassium channel regulator, transcript variant 2	mRNA
14	61631880	61631972	-	Mir16-1	387134	microRNA 16-1	precursor_RNA
14	61632027	61632110	-	Mir15a	387174	microRNA 15a	precursor_RNA
14	61680039	61680123	+	Gm27017	102631857	predicted gene, 27017	mRNA
14	61690574	61690598	-	Gm35196	102638697	predicted gene, 35196, transcript variant X3	ncRNA
14	61817816	61818052	+	Gm35247	102638760	predicted gene, 35247	ncRNA
14	61846473	61846707	-	LOC105245775	105245775	uncharacterized LOC105245775	ncRNA
14	62034867	62034956	+	Gm35307	102638839	predicted gene, 35307	ncRNA
14	62170904	62171005	-	Gm35419	102638992	predicted gene, 35419	ncRNA
14	62146811	62146894	+	Gm35361	102638915	predicted gene, 35361	ncRNA
14	62292528	62292979	-	Dleu7	239133	deleted in lymphocytic leukemia, 7	mRNA
14	62331862	62332044	-	LOC105245777	105245777	uncharacterized LOC105245777	ncRNA
14	62332068	62332176	+	Rnaseh2b	67153	ribonuclease H2, subunit B, transcript variant X1	mRNA
14	62456076	62456291	-	Gucy1b2	239134	guanylate cyclase 1, soluble, beta 2, transcript variant X1	mRNA
14	62440284	62440389	+	Gm35468	102639065	predicted gene, 35468	ncRNA
14	62456467	62456557	+	LOC105245776	105245776	uncharacterized LOC105245776	ncRNA
14	62481684	62481765	-	Gm4131	100042960	predicted gene 4131	mRNA
14	62540386	62541293	-	Gm5802	545062	predicted gene 5802, transcript variant X2	misc_RNA
14	62546641	62546843	-	Gm35595	102639239	predicted gene, 35595, transcript variant X2	mRNA
14	62555737	62555914	+	Fam124a	629059	family with sequence similarity 124, member A	mRNA
14	62663667	62663716	+	Serpine3	319433	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3	mRNA
14	62760548	62761369	-	Ints6	18130	integrator complex subunit 6, transcript variant X2	mRNA
14	62760501	62760586	+	4931440J10Rik	71000	RIKEN cDNA 4931440J10 gene	ncRNA
14	62795683	62798384	-	Gm35678	102639344	predicted gene, 35678, transcript variant X4	ncRNA
14	62838125	62838707	-	Gm26536	102639417	predicted gene, 26536, transcript variant X2	ncRNA
14	62837690	62838057	+	Wdfy2	268752	WD repeat and FYVE domain containing 2	mRNA
14	62837721	62837857	+	Mir8098	102465889	microRNA 8098	precursor_RNA
14	62865542	62865651	+	Mir6541	102465311	microRNA 6541	precursor_RNA
14	62964801	62966562	-	LOC105245778	105245778	uncharacterized LOC105245778	ncRNA
14	62984410	62984510	-	Defb48	432867	defensin beta 48	mRNA
14	62992375	62992517	+	Defb47	654465	defensin beta 47, transcript variant X1	mRNA
14	63011771	63011867	+	Defb43	654458	defensin beta 43	mRNA
14	63037758	63037846	-	Defb30	73670	defensin beta 30	mRNA
14	63046991	63047050	+	Defb42	619548	defensin beta 42	mRNA
14	63055073	63055106	+	2700070H01Rik	72609	RIKEN cDNA 2700070H01 gene	ncRNA
14	63070642	63070914	+	Gm35908	102639646	predicted gene, 35908, transcript variant X2	ncRNA
14	63103932	63104238	-	Gm36025	102639796	predicted gene, 36025, transcript variant X2	ncRNA
14	63122462	63122565	+	Ctsb	13030	cathepsin B	mRNA
14	63177683	63177793	-	Fdft1	14137	farnesyl diphosphate farnesyl transferase 1	mRNA
14	63193424	63193525	-	Neil2	382913	nei like 2 (E. coli)	mRNA
14	63245151	63245260	-	Gata4	14463	GATA binding protein 4	mRNA
14	63308709	63308782	+	Gm4151	100042988	predicted gene 4151, transcript variant X1	misc_RNA
14	63358672	63358845	+	Gm36165	102639980	predicted gene, 36165, transcript variant X2	ncRNA
14	63405111	63405645	-	Blk	12143	B lymphoid kinase, transcript variant X1	mRNA
14	63428567	63429695	-	Gm21430	100862048	NA	exon
14	63436394	63436632	+	Fam167a	219148	family with sequence similarity 167, member A	mRNA
14	63508710	63509092	-	Tdh	58865	L-threonine dehydrogenase	mRNA
14	63493996	63494055	+	LOC105245779	105245779	uncharacterized LOC105245779	ncRNA
14	63543458	63544050	-	Mtmr9	210376	myotubularin related protein 9, transcript variant X1	mRNA
14	63604399	63604706	-	LOC105245780	105245780	uncharacterized LOC105245780, transcript variant X2	ncRNA
14	63606530	63607284	+	Xkr6	219149	X Kell blood group precursor related family member 6 homolog	mRNA
14	63622640	63623345	+	LOC102640169	102640169	uncharacterized LOC102640169, transcript variant X2	ncRNA
14	63741350	63742436	-	Gm36218	102640060	predicted gene, 36218, transcript variant X2	ncRNA
14	63727189	63727267	+	Mir598	100124452	microRNA 598	precursor_RNA
14	63825933	63858477	-	LOC105245781	105245781	uncharacterized LOC105245781, transcript variant X2	ncRNA
14	63860078	63860137	-	LOC102640241	102640241	uncharacterized LOC102640241	ncRNA
14	63860301	63860447	+	Pinx1	72400	PIN2/TERF1 interacting, telomerase inhibitor 1, transcript variant X2	misc_RNA
14	63943706	63943993	+	Sox7	20680	SRY (sex determining region Y)-box 7	mRNA
14	63987525	63987680	-	4930578I06Rik	67750	RIKEN cDNA 4930578I06 gene, transcript variant X1	mRNA
14	63981937	63983554	+	Gm36410	102640311	predicted gene, 36410, transcript variant X2	ncRNA
14	63992431	63992628	+	Rp1l1	271209	retinitis pigmentosa 1 homolog (human)-like 1	mRNA
14	64085265	64085390	-	Prss55	71037	protease, serine 55, transcript variant X1	mRNA
14	64085525	64085566	+	Prss51	100504162	protease, serine 51, transcript variant X3	mRNA
14	64104101	64104235	-	4930471C04Rik	78176	RIKEN cDNA 4930471C04 gene	ncRNA
14	64104323	64104443	+	Prss52	73382	protease, serine 52	mRNA
14	64114352	64115795	-	Gm17116	102640375	predicted gene 17116, transcript variant X3	ncRNA
14	64116233	64116405	+	9630015K15Rik	78569	RIKEN cDNA 9630015K15 gene, transcript variant X5	ncRNA
14	64455882	64455903	-	Msra	110265	methionine sulfoxide reductase A, transcript variant 1	mRNA
14	64270124	64275240	+	LOC105245782	105245782	uncharacterized LOC105245782	ncRNA
14	64406176	64406666	+	Gm36506	102640446	predicted gene, 36506	ncRNA
14	64588115	64588154	+	A930011O12Rik	268755	RIKEN cDNA A930011O12 gene	ncRNA
14	64590657	64590741	+	Mir124a-1	387233	microRNA 124a-1	precursor_RNA
